"","id","partner","age","age_o","goal","date","go_out","int_corr","length","met","like","prob","match"
"3825",13,3,26,21,"1",6,"2",0.4,"3","0",5,6,"0"
"3826",13,4,26,26,"1",6,"2",0.57,"3","0",6,5,"0"
"3827",13,5,26,25,"1",6,"2",0.48,"3","0",6,6,"0"
"3828",13,6,26,32,"1",6,"2",0.57,"3","0",6,3,"0"
"3829",13,7,26,25,"1",6,"2",0.73,"3","0",7,6,"1"
"3830",13,8,26,25,"1",6,"2",0.54,"3","1",6,6,"1"
"3831",13,9,26,27,"1",6,"2",0.31,"3","0",3,3,"0"
"3832",13,10,26,23,"1",6,"2",-0.06,"3","1",6,5,"1"
"3833",13,11,26,27,"1",6,"2",0.16,"3","1",6,3,"0"
"3834",13,12,26,27,"1",6,"2",0.61,"3","0",6,6,"0"
"3835",13,13,26,24,"1",6,"2",-0.19,"3","0",3,4,"0"
"3836",13,14,26,22,"1",6,"2",0.22,"3","0",5,5,"0"
"3837",13,15,26,22,"1",6,"2",0.1,"3","0",3,3,"0"
"3838",13,16,26,27,"1",6,"2",0.38,"3","0",7,6,"0"
"3839",13,17,26,28,"1",6,"2",0.32,"3","1",6,8,"0"
"3840",13,18,26,34,"1",6,"2",0.41,"3","0",6,4,"0"
"3841",13,19,26,27,"1",6,"2",0.4,"3","0",6,4,"0"
"3842",13,20,26,28,"1",6,"2",0.41,"3","0",6,4,"0"
"3843",13,21,26,28,"1",6,"2",0.05,"3","0",3,4,"0"
"3844",14,1,32,29,"4",5,"2",0.23,"1","0",6,3,"0"
"3845",14,2,32,24,"4",5,"2",0.52,"1","0",5,1,"0"
"3846",14,3,32,21,"4",5,"2",0.24,"1","0",6,1,"0"
"3847",14,4,32,26,"4",5,"2",0.52,"1","0",8,2,"0"
"3848",14,5,32,25,"4",5,"2",0.24,"1","0",7,2,"0"
"3849",14,6,32,32,"4",5,"2",0.13,"1","0",6,3,"0"
"3850",14,7,32,25,"4",5,"2",0.13,"1","0",6,2,"0"
"3851",14,8,32,25,"4",5,"2",0.44,"1","0",9,3,"0"
"3852",14,9,32,27,"4",5,"2",0.41,"1","0",8,3,"1"
"3853",14,10,32,23,"4",5,"2",0.21,"1","0",8,2,"0"
"3854",14,11,32,27,"4",5,"2",-0.14,"1",NA,NA,NA,"0"
"3855",14,12,32,27,"4",5,"2",0.24,"1","0",8,2,"0"
"3856",14,13,32,24,"4",5,"2",0,"1","0",7,2,"0"
"3857",14,14,32,22,"4",5,"2",-0.08,"1","0",8,2,"0"
"3858",14,15,32,22,"4",5,"2",0.14,"1","0",9,2,"0"
"3859",14,16,32,27,"4",5,"2",0.31,"1","0",7,2,"0"
"3860",14,17,32,28,"4",5,"2",0.11,"1","0",6,2,"0"
"3861",14,18,32,34,"4",5,"2",0.52,"1","0",6,2,"0"
"3862",14,19,32,27,"4",5,"2",0.35,"1","0",7,2,"0"
"3863",14,20,32,28,"4",5,"2",-0.01,"1","0",8,2,"0"
"3864",14,21,32,28,"4",5,"2",0.72,"1","0",6,3,"0"
"3865",15,1,28,29,"2",7,"3",0.55,"3","0",NA,7,"0"
"3866",15,2,28,24,"2",7,"3",0.03,"3","0",2,6,"0"
"3867",15,3,28,21,"2",7,"3",0.32,"3","0",2,2,"0"
"3868",15,4,28,26,"2",7,"3",0.52,"3","0",4,6,"0"
"3869",15,5,28,25,"2",7,"3",0.6,"3","0",5,2,"0"
"3870",15,6,28,32,"2",7,"3",0.64,"3","0",5,6,"0"
"3871",15,7,28,25,"2",7,"3",0.17,"3","0",6,7,"0"
"3872",15,8,28,25,"2",7,"3",0.54,"3","0",3,5,"0"
"3873",15,9,28,27,"2",7,"3",0.74,"3","0",4,5,"0"
"3874",15,10,28,23,"2",7,"3",-0.05,"3","0",4,5,"0"
"3875",15,11,28,27,"2",7,"3",0.18,"3","0",6,7,"0"
"3876",15,12,28,27,"2",7,"3",0.61,"3","0",6,5,"0"
"3877",15,13,28,24,"2",7,"3",0.01,"3","0",2,5,"0"
"3878",15,14,28,22,"2",7,"3",0.26,"3","0",3,5,"0"
"3879",15,15,28,22,"2",7,"3",0.01,"3","0",1,5,"0"
"3880",15,16,28,27,"2",7,"3",0.43,"3","0",8,5,"1"
"3881",15,17,28,28,"2",7,"3",0.27,"3","0",8,7,"1"
"3882",15,18,28,34,"2",7,"3",0.37,"3","0",2,0,"0"
"3883",15,19,28,27,"2",7,"3",0.28,"3","0",7,8,"1"
"3884",15,20,28,28,"2",7,"3",0.53,"3","0",6,3,"1"
"3885",15,21,28,28,"2",7,"3",0.29,"3","0",2,5,"0"
"3886",16,1,26,29,"1",3,"3",-0.08,"1","0",5,6,"0"
"3887",16,2,26,24,"1",3,"3",0.1,"1","0",5,6,"0"
"3888",16,3,26,21,"1",3,"3",-0.48,"1","0",5,6,"0"
"3889",16,4,26,26,"1",3,"3",-0.22,"1","0",5,6,"0"
"3890",16,5,26,25,"1",3,"3",-0.7,"1","0",6,6,"0"
"3891",16,6,26,32,"1",3,"3",-0.28,"1","0",5,6,"0"
"3892",16,7,26,25,"1",3,"3",-0.29,"1","0",5,6,"0"
"3893",16,8,26,25,"1",3,"3",-0.45,"1","0",5,6,"0"
"3894",16,9,26,27,"1",3,"3",-0.34,"1","0",5,6,"0"
"3895",16,10,26,23,"1",3,"3",-0.19,"1","0",6,6,"0"
"3896",16,11,26,27,"1",3,"3",-0.51,"1","0",5,7,"0"
"3897",16,12,26,27,"1",3,"3",-0.18,"1","0",5,6,"0"
"3898",16,13,26,24,"1",3,"3",0.24,"1","0",5,6,"0"
"3899",16,14,26,22,"1",3,"3",-0.59,"1","0",5,6,"0"
"3900",16,15,26,22,"1",3,"3",0.01,"1","0",5,3,"0"
"3901",16,16,26,27,"1",3,"3",-0.39,"1","0",5,6,"0"
"3902",16,17,26,28,"1",3,"3",-0.37,"1","0",5,6,"0"
"3903",16,18,26,34,"1",3,"3",-0.39,"1","0",5,6,"0"
"3904",16,19,26,27,"1",3,"3",-0.12,"1","0",5,6,"0"
"3905",16,20,26,28,"1",3,"3",-0.28,"1","0",5,6,"0"
"3906",16,21,26,28,"1",3,"3",0.09,"1","0",5,6,"0"
"3907",17,1,24,29,"5",6,"1",-0.21,"1","0",8.5,7,"1"
"3908",17,2,24,24,"5",6,"1",-0.22,"1","0",8,7,"1"
"3909",17,3,24,21,"5",6,"1",0.27,"1","0",7,5,"0"
"3910",17,4,24,26,"5",6,"1",0.06,"1","0",8,6,"1"
"3911",17,5,24,25,"5",6,"1",0.48,"1","0",7,5,"1"
"3912",17,6,24,32,"5",6,"1",-0.07,"1","0",8,6,"0"
"3913",17,7,24,25,"5",6,"1",0.63,"1","0",9,7,"1"
"3914",17,8,24,25,"5",6,"1",0.32,"1","0",8,5,"0"
"3915",17,9,24,27,"5",6,"1",0.02,"1","0",5,5,"0"
"3916",17,10,24,23,"5",6,"1",0.57,"1","0",6,5,"0"
"3917",17,11,24,27,"5",6,"1",0.74,"1","0",6,8,"0"
"3918",17,12,24,27,"5",6,"1",0.01,"1","0",7,5,"0"
"3919",17,13,24,24,"5",6,"1",-0.33,"1","0",7,5,"0"
"3920",17,14,24,22,"5",6,"1",0.08,"1","0",5,4,"0"
"3921",17,15,24,22,"5",6,"1",0.01,"1","0",4,5,"0"
"3922",17,16,24,27,"5",6,"1",0.56,"1","0",7,6,"1"
"3923",17,17,24,28,"5",6,"1",0.48,"1","0",8,4,"1"
"3924",17,18,24,34,"5",6,"1",0.23,"1","0",9,6,"1"
"3925",17,19,24,27,"5",6,"1",0.4,"1","0",9,6,"0"
"3926",17,20,24,28,"5",6,"1",0.43,"1","0",9,6,"1"
"3927",17,21,24,28,"5",6,"1",0.06,"1","0",8,5,"1"
"3928",18,1,24,29,"2",6,"2",0.43,"3","0",7,7,"0"
"3929",18,2,24,24,"2",6,"2",0.53,"3","0",8,7,"1"
"3930",18,3,24,21,"2",6,"2",0.64,"3","0",4,4,"0"
"3931",18,4,24,26,"2",6,"2",0.71,"3","0",8,8,"0"
"3932",18,5,24,25,"2",6,"2",0.52,"3","0",8,7,"0"
"3933",18,6,24,32,"2",6,"2",0.64,"3","0",6,7,"0"
"3934",18,7,24,25,"2",6,"2",0.22,"3","0",8,7,"1"
"3935",18,8,24,25,"2",6,"2",0.64,"3","0",8,8,"0"
"3936",18,9,24,27,"2",6,"2",0.5,"3","0",6,7,"0"
"3937",18,10,24,23,"2",6,"2",-0.18,"3","0",4,5,"0"
"3938",18,11,24,27,"2",6,"2",0.17,"3","0",7,9,"1"
"3939",18,12,24,27,"2",6,"2",0.63,"3","0",6,5,"0"
"3940",18,13,24,24,"2",6,"2",0.24,"3","0",7,10,"0"
"3941",18,14,24,22,"2",6,"2",0.31,"3","0",5,7,"0"
"3942",18,15,24,22,"2",6,"2",0.25,"3","0",5,6,"0"
"3943",18,16,24,27,"2",6,"2",0.42,"3","0",8,6,"1"
"3944",18,17,24,28,"2",6,"2",0.24,"3","0",8,7,"1"
"3945",18,18,24,34,"2",6,"2",0.73,"3","0",6,6,"0"
"3946",18,19,24,27,"2",6,"2",0.35,"3","0",7,7,"1"
"3947",18,20,24,28,"2",6,"2",0.21,"3","0",5,5,"0"
"3948",18,21,24,28,"2",6,"2",0.24,"3","0",7,6,"0"
"3949",19,1,23,29,"2",5,"1",0.34,"1","1",6,6,"0"
"3950",19,2,23,24,"2",5,"1",0.13,"1","0",5,4,"0"
"3951",19,3,23,21,"2",5,"1",0.61,"1","0",5,5,"0"
"3952",19,4,23,26,"2",5,"1",0.63,"1","0",7,6,"1"
"3953",19,5,23,25,"2",5,"1",0.49,"1","0",6,5,"0"
"3954",19,6,23,32,"2",5,"1",0.68,"1","0",5,4,"0"
"3955",19,7,23,25,"2",5,"1",0.18,"1",NA,6,6,"1"
"3956",19,8,23,25,"2",5,"1",0.52,"1","0",7,6,"1"
"3957",19,9,23,27,"2",5,"1",0.47,"1","0",6,7,"1"
"3958",19,10,23,23,"2",5,"1",-0.06,"1","0",6,5,"1"
"3959",19,11,23,27,"2",5,"1",0.57,"1","0",6,5,"0"
"3960",19,12,23,27,"2",5,"1",0.6,"1","0",6,6,"0"
"3961",19,13,23,24,"2",5,"1",-0.05,"1","0",5,4,"0"
"3962",19,14,23,22,"2",5,"1",0.15,"1","0",6,4,"0"
"3963",19,15,23,22,"2",5,"1",0.03,"1","0",5,4,"0"
"3964",19,16,23,27,"2",5,"1",0.68,"1","0",6,5,"0"
"3965",19,17,23,28,"2",5,"1",0.34,"1","0",6,5,"0"
"3966",19,18,23,34,"2",5,"1",0.6,"1","0",6,5,"0"
"3967",19,19,23,27,"2",5,"1",0.38,"1","0",5,5,"0"
"3968",19,20,23,28,"2",5,"1",0.41,"1","0",6,5,"0"
"3969",19,21,23,28,"2",5,"1",0.31,"1","0",6,5,"0"
"3970",20,1,23,29,"2",4,"1",0.37,"3","0",6,5,"0"
"3971",20,2,23,24,"2",4,"1",0.29,"3","0",6,5,"0"
"3972",20,3,23,21,"2",4,"1",0.43,"3","0",5,5,"0"
"3973",20,4,23,26,"2",4,"1",0.55,"3","0",4,4,"0"
"3974",20,5,23,25,"2",4,"1",0.17,"3","0",6,4,"0"
"3975",20,6,23,32,"2",4,"1",0.2,"3","0",4,4,"0"
"3976",20,7,23,25,"2",4,"1",-0.12,"3","0",6,6,"0"
"3977",20,8,23,25,"2",4,"1",0.27,"3","0",5,5,"0"
"3978",20,9,23,27,"2",4,"1",0.23,"3","0",5,4,"0"
"3979",20,10,23,23,"2",4,"1",-0.1,"3","0",7,5,"1"
"3980",20,11,23,27,"2",4,"1",-0.39,"3","0",4,6,"0"
"3981",20,12,23,27,"2",4,"1",0.41,"3","0",4,4,"0"
"3982",20,13,23,24,"2",4,"1",-0.13,"3","0",6,6,"0"
"3983",20,14,23,22,"2",4,"1",-0.22,"3","0",6,6,"0"
"3984",20,15,23,22,"2",4,"1",-0.17,"3","0",3,4,"0"
"3985",20,16,23,27,"2",4,"1",0,"3","0",7,6,"0"
"3986",20,17,23,28,"2",4,"1",-0.37,"3","0",7,7,"0"
"3987",20,18,23,34,"2",4,"1",0.42,"3","0",7,6,"0"
"3988",20,19,23,27,"2",4,"1",0.33,"3","0",6,6,"0"
"3989",20,20,23,28,"2",4,"1",-0.24,"3","0",7,6,"0"
"3990",20,21,23,28,"2",4,"1",0.29,"3","0",6,6,"1"
"3991",21,1,25,29,"2",4,"1",0.41,"3","0",4,5,"0"
"3992",21,2,25,24,"2",4,"1",0.6,"3","0",7,7,"0"
"3993",21,3,25,21,"2",4,"1",0.29,"3","0",7,7,"0"
"3994",21,4,25,26,"2",4,"1",0.43,"3","0",6,7,"0"
"3995",21,5,25,25,"2",4,"1",-0.17,"3","0",8,8,"0"
"3996",21,6,25,32,"2",4,"1",0.26,"3","0",7,7,"0"
"3997",21,7,25,25,"2",4,"1",0.02,"3","0",8,8,"0"
"3998",21,8,25,25,"2",4,"1",0.22,"3","0",3,8,"0"
"3999",21,9,25,27,"2",4,"1",0.15,"3","0",6,9,"0"
"4000",21,10,25,23,"2",4,"1",-0.07,"3","0",6,7,"0"
"4001",21,11,25,27,"2",4,"1",-0.37,"3","0",6,8,"0"
"4002",21,12,25,27,"2",4,"1",0.33,"3","0",4,6,"0"
"4003",21,13,25,24,"2",4,"1",-0.05,"3","0",4,8,"0"
"4004",21,14,25,22,"2",4,"1",-0.32,"3","0",4,5,"0"
"4005",21,15,25,22,"2",4,"1",0.42,"3","0",3,4,"0"
"4006",21,16,25,27,"2",4,"1",-0.07,"3","0",6,6,"0"
"4007",21,17,25,28,"2",4,"1",-0.3,"3","0",6,7,"0"
"4008",21,18,25,34,"2",4,"1",0.46,"3","0",7,7,"0"
"4009",21,19,25,27,"2",4,"1",-0.04,"3","0",8,8,"0"
"4010",21,20,25,28,"2",4,"1",-0.12,"3","0",6,7,"0"
"4011",21,21,25,28,"2",4,"1",0.47,"3","0",6,8,"0"
"4012",1,1,29,28,"2",5,"2",0.37,"1","0",6,2,"0"
"4013",1,2,29,33,"2",5,"2",0.43,"1","0",3,2,"0"
"4014",1,3,29,22,"2",5,"2",0.62,"1","0",8,3,"0"
"4015",1,4,29,26,"2",5,"2",0.19,"1","0",5,1,"0"
"4016",1,5,29,24,"2",5,"2",0.55,"1","0",7,1,"0"
"4017",1,6,29,24,"2",5,"2",0.64,"1","0",6,1,"0"
"4018",1,7,29,25,"2",5,"2",0.18,"1","0",7,2,"0"
"4019",1,8,29,25,"2",5,"2",0.39,"1","0",4,1,"0"
"4020",1,9,29,27,"2",5,"2",0.53,"1","0",7,1,"0"
"4021",1,10,29,26,"2",5,"2",0.34,"1","0",4,1,"0"
"4022",1,11,29,29,"2",5,"2",0.19,"1","1",8,4,"0"
"4023",1,12,29,26,"2",5,"2",0.39,"1","0",8,5,"0"
"4024",1,13,29,26,"2",5,"2",0.32,"1","0",4,1,"0"
"4025",1,14,29,32,"2",5,"2",0.23,"1","0",7,4,"0"
"4026",1,15,29,28,"2",5,"2",0.55,"1","0",8,6,"0"
"4027",1,16,29,26,"2",5,"2",-0.08,"1","0",6,5,"0"
"4028",1,17,29,24,"2",5,"2",-0.21,"1","0",10,10,"1"
"4029",1,18,29,24,"2",5,"2",0.43,"1","0",9,6,"0"
"4030",1,19,29,23,"2",5,"2",0.34,"1","1",5,1,"0"
"4031",1,20,29,23,"2",5,"2",0.37,"1","0",4,2,"0"
"4032",1,21,29,25,"2",5,"2",0.41,"1","0",8,1,"0"
"4033",2,1,24,28,"3",4,"2",0.47,"1","0",9,10,"1"
"4034",2,2,24,33,"3",4,"2",0.5,"1","0",6,7,"1"
"4035",2,3,24,22,"3",4,"2",0.33,"1","0",5,8,"0"
"4036",2,4,24,26,"3",4,"2",0.28,"1","0",4,3,"0"
"4037",2,5,24,24,"3",4,"2",0.66,"1","0",6,7,"0"
"4038",2,6,24,24,"3",4,"2",0.46,"1","0",7,6,"0"
"4039",2,7,24,25,"3",4,"2",0.1,"1","0",8,6,"0"
"4040",2,8,24,25,"3",4,"2",0.19,"1","0",5,2,"0"
"4041",2,9,24,27,"3",4,"2",0.52,"1","0",4,4,"0"
"4042",2,10,24,26,"3",4,"2",0.39,"1","0",6,5,"0"
"4043",2,11,24,29,"3",4,"2",0.09,"1","0",5,7,"0"
"4044",2,12,24,26,"3",4,"2",0.72,"1","0",7,6,"1"
"4045",2,13,24,26,"3",4,"2",0.14,"1","0",6,6,"1"
"4046",2,14,24,32,"3",4,"2",0.52,"1","0",2,4,"0"
"4047",2,15,24,28,"3",4,"2",0.03,"1","0",8,8,"0"
"4048",2,16,24,26,"3",4,"2",0.1,"1","0",4,5,"0"
"4049",2,17,24,24,"3",4,"2",-0.22,"1","0",9,8,"1"
"4050",2,18,24,24,"3",4,"2",0.53,"1","0",8,7,"1"
"4051",2,19,24,23,"3",4,"2",0.13,"1","0",5,4,"0"
"4052",2,20,24,23,"3",4,"2",0.29,"1","0",6,4,"0"
"4053",2,21,24,25,"3",4,"2",0.6,"1","0",8,7,"0"
"4054",3,1,21,28,"2",4,"3",0.38,"1","0",7,7,"0"
"4055",3,2,21,33,"2",4,"3",0.29,"1","0",6,7,"0"
"4056",3,3,21,22,"2",4,"3",0.34,"1","0",5,6,"0"
"4057",3,4,21,26,"2",4,"3",0.3,"1","0",5,5,"0"
"4058",3,5,21,24,"2",4,"3",0.05,"1","0",6,6,"0"
"4059",3,6,21,24,"2",4,"3",0.56,"1","0",6,7,"0"
"4060",3,7,21,25,"2",4,"3",0.36,"1","0",8,6,"0"
"4061",3,8,21,25,"2",4,"3",0.58,"1",NA,NA,NA,"0"
"4062",3,9,21,27,"2",4,"3",0.43,"1","0",7,7,"0"
"4063",3,10,21,26,"2",4,"3",0.54,"1","0",6,6,"1"
"4064",3,11,21,29,"2",4,"3",0.2,"1","0",5,7,"0"
"4065",3,12,21,26,"2",4,"3",0.23,"1","0",7,6,"0"
"4066",3,13,21,26,"2",4,"3",0.4,"1","0",5,7,"0"
"4067",3,14,21,32,"2",4,"3",0.24,"1","0",6,5,"0"
"4068",3,15,21,28,"2",4,"3",0.32,"1","0",7,7,"0"
"4069",3,16,21,26,"2",4,"3",-0.48,"1","0",5,7,"0"
"4070",3,17,21,24,"2",4,"3",0.27,"1","0",9,7,"0"
"4071",3,18,21,24,"2",4,"3",0.64,"1","0",8,7,"0"
"4072",3,19,21,23,"2",4,"3",0.61,"1","0",8,7,"0"
"4073",3,20,21,23,"2",4,"3",0.43,"1","0",6,6,"0"
"4074",3,21,21,25,"2",4,"3",0.29,"1","0",7,7,"0"
"4075",4,1,26,28,"2",4,"1",0.34,"1","0",8,7,"0"
"4076",4,2,26,33,"2",4,"1",0.58,"1","0",5,4,"0"
"4077",4,3,26,22,"2",4,"1",0.49,"1","0",5,6,"0"
"4078",4,4,26,26,"2",4,"1",0.24,"1","0",5,3,"0"
"4079",4,5,26,24,"2",4,"1",-0.06,"1","0",8,7,"0"
"4080",4,6,26,24,"2",4,"1",0.7,"1","0",5,4,"0"
"4081",4,7,26,25,"2",4,"1",0.1,"1","0",7,5,"1"
"4082",4,8,26,25,"2",4,"1",0.72,"1","0",10,10,"0"
"4083",4,9,26,27,"2",4,"1",0.39,"1","0",9,10,"1"
"4084",4,10,26,26,"2",4,"1",0.7,"1","0",9,10,"1"
"4085",4,11,26,29,"2",4,"1",0.39,"1","0",6,3,"0"
"4086",4,12,26,26,"2",4,"1",0.2,"1","0",8,6,"0"
"4087",4,13,26,26,"2",4,"1",0.57,"1","0",9,8,"0"
"4088",4,14,26,32,"2",4,"1",0.52,"1","0",3,3,"0"
"4089",4,15,26,28,"2",4,"1",0.52,"1","0",7,2,"0"
"4090",4,16,26,26,"2",4,"1",-0.22,"1","0",6,3,"0"
"4091",4,17,26,24,"2",4,"1",0.06,"1","0",8,6,"1"
"4092",4,18,26,24,"2",4,"1",0.71,"1","0",9,9,"0"
"4093",4,19,26,23,"2",4,"1",0.63,"1","0",7,7,"1"
"4094",4,20,26,23,"2",4,"1",0.55,"1","0",8,7,"0"
"4095",4,21,26,25,"2",4,"1",0.43,"1","0",6,3,"0"
"4096",5,1,25,28,"1",7,"5",-0.11,"1","0",6,1,"0"
"4097",5,2,25,33,"1",7,"5",0.13,"1","0",6,1,"0"
"4098",5,3,25,22,"1",7,"5",0.19,"1","0",7,2,"0"
"4099",5,4,25,26,"1",7,"5",0.06,"1","0",6,0,"0"
"4100",5,5,25,24,"1",7,"5",-0.39,"1","0",7,2,"0"
"4101",5,6,25,24,"1",7,"5",0.55,"1","0",7,2,"0"
"4102",5,7,25,25,"1",7,"5",0.58,"1","0",8,3,"1"
"4103",5,8,25,25,"1",7,"5",0.24,"1","1",9,10,"1"
"4104",5,9,25,27,"1",7,"5",0.36,"1","1",8,10,"1"
"4105",5,10,25,26,"1",7,"5",0.13,"1","1",7,2,"1"
"4106",5,11,25,29,"1",7,"5",0.58,"1","0",5,1,"0"
"4107",5,12,25,26,"1",7,"5",-0.08,"1","0",8,1,"0"
"4108",5,13,25,26,"1",7,"5",0.48,"1","0",6,3,"0"
"4109",5,14,25,32,"1",7,"5",0.24,"1","0",6,2,"0"
"4110",5,15,25,28,"1",7,"5",0.6,"1","0",6,2,"0"
"4111",5,16,25,26,"1",7,"5",-0.7,"1","0",6,1,"0"
"4112",5,17,25,24,"1",7,"5",0.48,"1","0",8,4,"1"
"4113",5,18,25,24,"1",7,"5",0.52,"1","0",7,2,"0"
"4114",5,19,25,23,"1",7,"5",0.49,"1","0",7,3,"0"
"4115",5,20,25,23,"1",7,"5",0.17,"1","0",6,2,"0"
"4116",5,21,25,25,"1",7,"5",-0.17,"1","0",6,0,"0"
"4117",6,1,32,28,"1",3,"1",0.64,"1","0",8,5,"0"
"4118",6,2,32,33,"1",3,"1",0.68,"1","0",5,3,"0"
"4119",6,3,32,22,"1",3,"1",0.74,"1","0",6,3,"0"
"4120",6,4,32,26,"1",3,"1",-0.12,"1","0",5,3,"0"
"4121",6,5,32,24,"1",3,"1",0.3,"1","0",7,5,"0"
"4122",6,6,32,24,"1",3,"1",0.88,"1","0",5,4,"0"
"4123",6,7,32,25,"1",3,"1",0.12,"1","0",5,4,"0"
"4124",6,8,32,25,"1",3,"1",0.59,"1","1",8,8,"0"
"4125",6,9,32,27,"1",3,"1",0.36,"1","0",5,2,"0"
"4126",6,10,32,26,"1",3,"1",0.68,"1","0",5,3,"0"
"4127",6,11,32,29,"1",3,"1",0.14,"1","0",6,5,"0"
"4128",6,12,32,26,"1",3,"1",0.57,"1","0",8,6,"0"
"4129",6,13,32,26,"1",3,"1",0.57,"1","0",5,4,"0"
"4130",6,14,32,32,"1",3,"1",0.13,"1","0",6,5,"0"
"4131",6,15,32,28,"1",3,"1",0.64,"1","0",7,7,"0"
"4132",6,16,32,26,"1",3,"1",-0.28,"1","0",5,3,"0"
"4133",6,17,32,24,"1",3,"1",-0.07,"1","0",6,7,"0"
"4134",6,18,32,24,"1",3,"1",0.64,"1","0",5,5,"0"
"4135",6,19,32,23,"1",3,"1",0.68,"1","0",5,3,"0"
"4136",6,20,32,23,"1",3,"1",0.2,"1","0",5,4,"0"
"4137",6,21,32,25,"1",3,"1",0.26,"1","0",5,2,"0"
"4138",7,1,25,28,"3",4,"2",-0.09,"3","0",3,6,"0"
"4139",7,2,25,33,"3",4,"2",0.27,"3","0",3,4,"0"
"4140",7,3,25,22,"3",4,"2",0.39,"3","0",3,6,"0"
"4141",7,4,25,26,"3",4,"2",-0.25,"3","0",2,6,"0"
"4142",7,5,25,24,"3",4,"2",-0.06,"3","0",6,6,"1"
"4143",7,6,25,24,"3",4,"2",0.23,"3","0",4,4,"0"
"4144",7,7,25,25,"3",4,"2",0.35,"3","0",4,3,"0"
"4145",7,8,25,25,"3",4,"2",0.5,"3","0",1,1,"0"
"4146",7,9,25,27,"3",4,"2",0.31,"3","1",5,3,"0"
"4147",7,10,25,26,"3",4,"2",-0.01,"3","1",4,1,"0"
"4148",7,11,25,29,"3",4,"2",0.44,"3","0",5,3,"0"
"4149",7,12,25,26,"3",4,"2",-0.07,"3","0",8,4,"0"
"4150",7,13,25,26,"3",4,"2",0.73,"3","0",6,5,"1"
"4151",7,14,25,32,"3",4,"2",0.13,"3","0",6,4,"0"
"4152",7,15,25,28,"3",4,"2",0.17,"3","0",6.5,6.5,"0"
"4153",7,16,25,26,"3",4,"2",-0.29,"3","0",4,6,"0"
"4154",7,17,25,24,"3",4,"2",0.63,"3","0",8,8,"1"
"4155",7,18,25,24,"3",4,"2",0.22,"3","0",6,3,"1"
"4156",7,19,25,23,"3",4,"2",0.18,"3","0",5,5,"1"
"4157",7,20,25,23,"3",4,"2",-0.12,"3","0",4,5,"0"
"4158",7,21,25,25,"3",4,"2",0.02,"3","0",7,3,"0"
"4159",8,1,25,28,"3",6,"2",0.45,NA,"0",5,2,"0"
"4160",8,2,25,33,"3",6,"2",0.49,NA,"0",4,4,"0"
"4161",8,3,25,22,"3",6,"2",0.48,NA,"0",3,1,"0"
"4162",8,4,25,26,"3",6,"2",0.13,NA,"0",6,2,"0"
"4163",8,5,25,24,"3",6,"2",0.17,NA,"0",7,3,"0"
"4164",8,6,25,24,"3",6,"2",0.75,NA,"0",5,2,"0"
"4165",8,7,25,25,"3",6,"2",0.42,NA,"0",9,3,"1"
"4166",8,8,25,25,"3",6,"2",0.52,NA,"1",6,2,"0"
"4167",8,9,25,27,"3",6,"2",0.62,NA,"1",7,5,"1"
"4168",8,10,25,26,"3",6,"2",0.63,NA,"1",7,3,"1"
"4169",8,11,25,29,"3",6,"2",0.42,NA,"0",4,5,"0"
"4170",8,12,25,26,"3",6,"2",0.42,NA,"0",7,3,"0"
"4171",8,13,25,26,"3",6,"2",0.54,NA,"1",8,5,"1"
"4172",8,14,25,32,"3",6,"2",0.44,NA,"0",4,2,"0"
"4173",8,15,25,28,"3",6,"2",0.54,NA,"0",7,1,"0"
"4174",8,16,25,26,"3",6,"2",-0.45,NA,"0",4,3,"0"
"4175",8,17,25,24,"3",6,"2",0.32,NA,"0",7,2,"0"
"4176",8,18,25,24,"3",6,"2",0.64,NA,"0",8,5,"0"
"4177",8,19,25,23,"3",6,"2",0.52,NA,"0",8,4,"1"
"4178",8,20,25,23,"3",6,"2",0.27,NA,"0",6,3,"0"
"4179",8,21,25,25,"3",6,"2",0.22,NA,"0",5,2,"0"
"4180",9,1,27,28,"6",5,"5",0.53,"3","0",8,6,"0"
"4181",9,2,27,33,"6",5,"5",0.6,"3","0",4,2,"0"
"4182",9,3,27,22,"6",5,"5",0.52,"3","0",7,4,"0"
"4183",9,4,27,26,"6",5,"5",0.18,"3","0",6,3,"0"
"4184",9,5,27,24,"6",5,"5",0.16,"3","0",3,2,"0"
"4185",9,6,27,24,"6",5,"5",0.74,"3","0",8,6,"0"
"4186",9,7,27,25,"6",5,"5",0.38,"3","0",7,6,"0"
"4187",9,8,27,25,"6",5,"5",0.19,"3","0",6,7,"0"
"4188",9,9,27,27,"6",5,"5",0.43,"3","0",6,2,"0"
"4189",9,10,27,26,"6",5,"5",0.48,"3","0",5,5,"0"
"4190",9,11,27,29,"6",5,"5",0.34,"3","0",8,4,"0"
"4191",9,12,27,26,"6",5,"5",0.64,"3","0",8,6,"0"
"4192",9,13,27,26,"6",5,"5",0.31,"3","0",4,1,"0"
"4193",9,14,27,32,"6",5,"5",0.41,"3","0",5,3,"1"
"4194",9,15,27,28,"6",5,"5",0.74,"3","0",9,6,"0"
"4195",9,16,27,26,"6",5,"5",-0.34,"3","0",3,1,"0"
"4196",9,17,27,24,"6",5,"5",0.02,"3","0",8,4,"0"
"4197",9,18,27,24,"6",5,"5",0.5,"3","0",9,5,"0"
"4198",9,19,27,23,"6",5,"5",0.47,"3","0",8,7,"1"
